Start Time:  2/20/2019 8:23:08 PM         Time Completed:  2/21/2019 1:54:33 AM     Elapsed Time:  05:31:24
Sample ID:     BFO_425_DCD_200219

Experiment:    C:\IDEASVSM\Default UserID\Experiments\CDC_BFO1\CDC_BFO1,exp
Data File:     c:\Ideasvsm\Default UserID\ERamos_\IR_DCD_Exp\Test_IRM_Floppy\BFO_425_DCD_200219,txt
Plot File:     c:\Ideasvsm\Default UserID\ERamos_\IR_DCD_Exp\Test_IRM_Floppy\BFO_425_DCD_200219,oc2
VSM Exp File:  C:\IDEASVSM\Default UserID\Experiments\CDC_BFO1\CDC_BFO1,stp
VSM Data File: c:\Ideasvsm\Default UserID\ERamos_\IR_DCD_Exp\Test_IRM_Floppy\BFO_425_DCD_200219,dat

***DATA***

Field(Oe)	 Moment(emu)	
 1609,9827 	-0,000024038251 	
 1619,8984 	-0,000025622031 	
 1630,0264 	-0,000017144604 	
 1639,9885 	-0,000019883612 	
 1649,9666 	-0,000017829907 	
 1660,0031 	-0,000020633332 	
 1670,0823 	-0,000021909406 	
 1680,0585 	-0,000019586174 	
 1690,071 	-0,000016102997 	
 1699,9648 	-0,00002060177 	
 1709,9156 	-0,000023148596 	
 1720,0615 	-0,000014446891 	
 1730,074 	-0,000013750484 	
 1740,1173 	-0,000019504038 	
 1750,0986 	-0,000017279824 	
 1760,0082 	-0,000017378616 	
 1770,0565 	-0,000018286067 	
 1779,9196 	-0,000019895096 	
 1790,0145 	-0,000020580096 	
 1800,0629 	-0,0000154091 	
 1809,9567 	-0,00001806544 	
 1820,1492 	-0,000016372145 	
 1829,9148 	-0,00001783698 	
 1840,0967 	-0,00001375421 	
 1850,063 	-0,000020968113 	
 1859,9209 	-0,000014654361 	
 1870,0208 	-0,000017467216 	
 1880,1306 	-0,000018971979 	
 1890,0093 	-0,000016147868 	
 1900,0884 	-0,000018586319 	
 1910,1008 	-0,000017589888 	
 1919,8972 	-0,000016607449 	
 1929,9609 	-0,000019626329 	
 1940,0198 	-0,000017682291 	
 1949,9858 	-0,00001859248 	
 1960,0649 	-0,000017488131 	
 1970,0928 	-0,000017223317 	
 1979,9404 	-0,000013681201 	
 1989,9683 	-0,000010562465 	
 2000,0511 	-0,00001337783 	
 2010,1714 	-0,000016246659 	
 2020,0602 	-0,000012481026 	
 2029,9178 	-0,000015328637 	
 2039,8425 	-0,000016587524 	
 2049,8855 	-0,000014979482 	
 2060,0059 	-0,000010705823 	
 2069,9409 	-0,00001529236 	
 2079,9995 	-0,000014742733 	
 2090,0271 	-0,000011993153 	
 2100,312 	-0,000010781798 	
 2110,1392 	-0,000014763343 	
 2120,043 	-0,000010283659 	
 2130,1533 	-0,000008406014 	
 2140,155 	-0,0000065241097 	
 2149,8479 	-0,000011810553 	
 2160,1025 	-0,000014271972 	
 2170,125 	-0,000012321621 	
 2180,0652 	-0,000011593653 	
 2190,1543 	-0,0000083340689 	
 2200,0122 	-0,000006306373 	
 2209,9319 	-0,00001046702 	
 2220,1191 	-0,000013781589 	
 2229,8792 	-0,000011109658 	
 2240,1846 	-0,000012029506 	
 2249,9399 	-0,0000096931157 	
 2260,0444 	-0,0000047421378 	
 2270,1187 	-0,0000084248747 	
 2279,9922 	-0,000010610834 	
 2290,0967 	-0,0000060585963 	
 2299,9854 	-0,0000066444241 	
 2309,9614 	-0,0000057419165 	
 2319,9839 	-0,0000053686536 	
 2330,0425 	-0,0000074808421 	
 2339,9775 	-0,0000063742113 	
 2350,0518 	-0,0000043119124 	
 2359,9453 	-0,0000028536935 	
 2369,9165 	-0,0000099072778 	
 2380,1035 	-0,0000041121242 	
 2389,9307 	-0,0000086280852 	
 2400,3032 	-0,0000054283543 	
 2409,9087 	-0,000002869056 	
 2420,0288 	-0,0000042950289 	
 2430,0977 	-0,0000078557786 	
 2439,9248 	-0,0000061425575 	
 2449,9834 	 0,0000026509425 	
 2460,042 	-0,0000087579818 	
 2470,0283 	-0,0000063389237 	
 2479,8501 	-0,0000039580427 	
 2490,0063 	-0,0000079011813 	
 2500,0667 	 0,0000002673243 	
 2510,3372 	-0,000004166045 	
 2520,1455 	-0,0000062091789 	
 2529,8354 	-0,0000040785094 	
 2540,1162 	-0,0000055348266 	
 2550,0063 	 0,00000048772258 	
 2559,8762 	-0,0000036612125 	
 2570,1777 	-0,00000020404555 	
 2579,9856 	-0,000008572035 	
 2589,9839 	-0,000001958791 	
 2599,9617 	-0,000002735965 	
 2610,0728 	-0,0000055654759 	
 2620,0298 	-0,00001061593 	
 2630,0024 	-0,0000032334202 	
 2640,1243 	-0,0000068115098 	
 2650,1118 	-0,0000024048351 	
 2660,1409 	 0,0000030667941 	
 2669,9697 	-0,0000011081504 	
 2680,0398 	-0,00000018275092 	
 2690,1565 	 0,00000059967079 	
 2699,9802 	-0,00000046809751 	
 2710,0962 	 0,0000027180964 	
 2720,0481 	-0,0000015814976 	
 2730,0366 	 0,0000058729567 	
 2739,9937 	-0,0000012045083 	
 2749,9458 	-0,00000019415908 	
 2760,0366 	 0,00000070629532 	
 2770,0864 	 0,0000032490907 	
 2780,0537 	 0,0000042744987 	
 2790,0107 	 0,0000067543985 	
 2800,1475 	 0,0000014609587 	
 2810,084 	 0,0000026002915 	
 2820,3857 	-0,0000027733067 	
 2829,9727 	 0,000001686148 	
 2840,0122 	 0,000012239793 	
 2850,231 	 0,000000028520914 	
 2860,019 	 0,0000040832279 	
 2870,1606 	 0,0000094238201 	
 2879,9795 	 0,00000050445369 	
 2889,9009 	 0,0000066265551 	
 2900,1196 	 0,000011896723 	
 2909,938 	 0,0000086055777 	
 2919,8745 	 0,0000046942289 	
 2930,0786 	 0,0000088494001 	
 2940,0664 	 0,000010139925 	
 2949,957 	 0,0000045395391 	
 2960,0889 	 0,0000046060087 	
 2970,0254 	 0,0000099936007 	
 2980,2134 	 0,0000050232292 	
 2990,0166 	 0,0000056509614 	
 3000,1704 	 0,0000044671375 	
 3010,0107 	 0,0000087616365 	
 3020,1028 	 0,0000078799663 	
 3030,1025 	 0,0000059379051 	
 3039,9641 	 0,000011986312 	
 3050,092 	 0,0000096050516 	
 3060,0354 	 0,000012014451 	
 3070,1274 	 0,0000069050572 	
 3080,2402 	 0,000010475161 	
 3090,137 	 0,000013678772 	
 3099,988 	 0,0000085912797 	
 3109,9778 	 0,0000088663596 	
 3120,0698 	 0,0000021461101 	
 3130,0032 	 0,0000062664496 	
 3140,1619 	 0,000013214399 	
 3149,843 	 0,000011528709 	
 3160,0225 	 0,000014702734 	
 3169,9973 	 0,00000098571013 	
 3180,0737 	 0,0000098346524 	
 3190,0583 	 0,0000046416766 	
 3199,8987 	 0,00001188486 	
 3210,1089 	 0,000010567108 	
 3220,0571 	 0,0000080202822 	
 3230,0676 	 0,0000088793643 	
 3240,0415 	 0,000013846922 	
 3250,1387 	 0,000011915888 	
 3260,1851 	 0,0000072595351 	
 3269,9126 	 0,000011908664 	
 3280,1226 	 0,000011509695 	
 3289,9019 	 0,000010141826 	
 3299,9634 	 0,000011997949 	
 3309,9478 	 0,0000069234619 	
 3320,0859 	 0,00001021514 	
 3330,0811 	 0,000017898587 	
 3339,9468 	 0,000017938514 	
 3350,0903 	 0,000017148259 	
 3360,0493 	 0,000017204005 	
 3370,1104 	 0,0000084711178 	
 3380,0898 	 0,000013460578 	
 3390,0332 	 0,000022378424 	
 3400,0327 	 0,000021223652 	
 3409,9248 	 0,0000145755 	
 3420,1045 	 0,000020721633 	
 3430,0171 	 0,000013730335 	
 3439,9087 	 0,000016905882 	
 3450,0571 	 0,000021497363 	
 3460,0161 	 0,000016164375 	
 3470,1133 	 0,000017541447 	
 3480,103 	 0,000020836776 	
 3489,8516 	 0,000024154768 	
 3500,0972 	 0,000018952286 	
 3509,7988 	 0,000020778596 	
 3519,9158 	 0,000024446275 	
 3529,9714 	 0,000017257774 	
 3540,0117 	 0,000020067055 	
 3549,9592 	 0,00002175381 	
 3559,9893 	 0,000020872064 	
 3570,0244 	 0,000022853368 	
 3579,9407 	 0,000023887674 	
 3589,9604 	 0,000016344923 	
 3599,9541 	 0,000025243147 	
 3609,9226 	 0,000022817624 	
 3620,1731 	 0,000020026975 	
 3630,0486 	 0,000023908892 	
 3639,9189 	 0,000022767125 	
 3649,959 	 0,000025393578 	
 3660,1123 	 0,000018295578 	
 3669,9316 	 0,000017934103 	
 3680,2854 	 0,000022226396 	
 3690,125 	 0,000020156492 	
 3700,0161 	 0,00002057896 	
 3710,2151 	 0,000023322989 	
 3719,9214 	 0,000024082519 	
 3730,0439 	 0,000029628223 	
 3740,084 	 0,000025156448 	
 3750,0159 	 0,00003157249 	
 3759,9946 	 0,00002569961 	
 3770,0757 	 0,000025580665 	
 3780,1006 	 0,000028414968 	
 3789,9863 	 0,000022342147 	
 3800,0879 	 0,000024058182 	
 3810,0664 	 0,000025119106 	
 3820,0347 	 0,000022868046 	
 3830,188 	 0,000024803643 	
 3840,2383 	 0,000025693983 	
 3850,0161 	 0,000026202313 	
 3859,9072 	 0,000022804619 	
 3870,1221 	 0,000028378918 	
 3879,8799 	 0,000030735615 	
 3889,9507 	 0,000026926251 	
 3900,1191 	 0,000034399035 	
 3910,0566 	 0,000028565398 	
 3920,1274 	 0,000032740648 	
 3930,1626 	 0,000029058747 	
 3940,1201 	 0,000030361896 	
 3949,9907 	 0,000023889879 	
 3960,1646 	 0,000025682651 	
 3970,0347 	 0,000027339214 	
 3980,1216 	 0,000024796875 	
 3989,8584 	 0,000031000276 	
 3999,9497 	 0,000028044138 	

	
	
